month,Alberta_FT_F,Alberta_FT_M,Alberta_PT_F,Alberta_PT_M,British Columbia_FT_F,British Columbia_FT_M,British Columbia_PT_F,British Columbia_PT_M,Manitoba_FT_F,Manitoba_FT_M,Manitoba_PT_F,Manitoba_PT_M,New Brunswick_FT_F,New Brunswick_FT_M,New Brunswick_PT_F,New Brunswick_PT_M,Newfoundland and Labrador_FT_F,Newfoundland and Labrador_FT_M,Newfoundland and Labrador_PT_F,Newfoundland and Labrador_PT_M,Nova Scotia_FT_F,Nova Scotia_FT_M,Nova Scotia_PT_F,Nova Scotia_PT_M,Ontario_FT_F,Ontario_FT_M,Ontario_PT_F,Ontario_PT_M,Prince Edward Island_FT_F,Prince Edward Island_FT_M,Prince Edward Island_PT_F,Prince Edward Island_PT_M,Quebec_FT_F,Quebec_FT_M,Quebec_PT_F,Quebec_PT_M,Saskatchewan_FT_F,Saskatchewan_FT_M,Saskatchewan_PT_F,Saskatchewan_PT_M
1995-06,427.3,674.7,184.6,74.4,562.0,870.8,245.3,108.2,161.8,250.2,76.6,30.0,104.8,149.9,35.5,15.0,67.3,97.2,22.4,8.6,119.0,176.6,51.8,23.9,1689.3,2434.1,658.5,309.9,19.6,27.3,6.7,3.2,1021.0,1564.4,372.3,172.8,132.4,220.9,75.7,32.3
1995-07,425.4,667.2,191.3,79.1,568.4,865.5,241.9,112.2,163.9,251.8,75.9,29.7,106.3,150.3,35.2,14.7,63.4,94.6,22.5,10.8,116.0,177.6,55.3,24.1,1686.9,2446.2,640.2,309.2,19.6,27.1,6.8,3.2,1040.3,1560.4,367.0,172.8,133.7,219.8,72.1,32.4
1995-08,425.1,674.0,191.3,76.0,556.6,868.7,252.6,110.5,163.5,251.6,76.2,29.6,104.7,151.0,36.8,15.2,66.1,96.0,22.5,9.7,116.9,178.5,55.3,25.4,1704.3,2459.7,623.6,304.4,19.7,26.9,7.1,3.5,1032.0,1548.7,377.4,179.5,136.5,221.1,68.3,31.6
1995-09,427.1,678.5,196.4,71.3,555.7,870.3,260.8,111.0,161.7,251.6,73.7,28.4,107.0,152.1,36.6,15.1,64.8,96.4,22.8,10.5,119.4,179.5,54.1,26.0,1708.0,2459.2,637.4,305.2,19.8,26.7,6.8,4.3,1029.2,1551.6,373.1,181.5,133.7,220.8,71.1,32.0
1995-10,428.4,679.1,196.9,78.2,560.0,879.2,253.0,103.6,163.8,250.3,71.2,30.9,106.4,150.6,36.8,15.6,65.0,93.7,23.8,10.8,121.2,178.6,52.2,26.4,1724.2,2456.5,620.2,308.8,20.1,27.7,7.0,3.6,1029.9,1550.6,381.0,184.1,135.4,221.8,71.3,28.9
1995-11,426.2,674.1,198.8,82.0,550.7,871.9,256.1,105.7,161.0,246.1,73.4,33.0,107.5,148.9,35.8,14.8,64.6,94.1,22.3,9.3,122.1,179.2,51.3,24.4,1674.8,2466.6,662.8,307.8,20.1,27.8,7.1,3.9,1034.6,1568.9,366.0,167.9,134.0,217.6,70.2,31.8
1995-12,423.0,680.1,200.7,79.4,546.7,864.2,261.6,112.7,164.9,248.4,69.4,32.8,106.6,149.1,36.4,15.9,65.9,93.5,22.9,10.6,121.3,181.6,53.0,25.7,1694.8,2465.3,653.9,312.7,19.6,27.1,7.5,4.3,1021.9,1567.2,386.6,176.2,132.5,219.6,69.2,32.4
1996-01,436.6,674.3,191.9,83.1,537.4,879.8,262.0,111.6,160.3,247.8,73.2,32.8,106.2,150.1,35.2,14.1,67.5,92.8,20.1,11.8,121.0,178.9,51.5,27.4,1678.7,2470.6,677.5,308.0,20.1,27.3,7.1,4.6,1048.5,1563.9,367.4,181.7,134.5,218.7,68.5,30.0
1996-02,442.4,674.8,186.8,82.2,551.1,882.3,258.1,106.3,158.6,250.1,76.7,33.1,104.2,149.7,38.1,15.4,66.3,90.9,21.3,12.0,123.4,179.6,51.1,24.4,1688.0,2475.8,679.1,308.5,19.9,27.7,7.5,4.4,1045.1,1542.6,368.0,200.9,135.7,218.8,68.2,30.4
1996-03,444.2,689.6,184.7,79.3,562.2,888.7,251.2,102.7,160.6,249.2,74.5,33.7,104.2,150.8,37.8,15.1,66.5,91.6,21.9,11.5,123.9,180.3,48.6,23.2,1693.0,2457.2,671.0,314.8,20.7,27.7,6.7,4.0,1028.3,1544.1,378.3,184.2,132.6,218.5,71.7,28.3
1996-04,444.6,696.0,184.9,82.0,568.4,888.5,246.1,109.4,161.5,248.1,74.4,33.9,104.5,150.9,36.8,14.7,66.9,91.0,21.2,12.4,126.1,179.5,50.8,23.6,1691.2,2471.6,677.2,302.9,19.9,28.2,7.8,3.2,1029.8,1547.3,372.0,184.0,134.9,216.4,69.2,32.2
1996-05,443.7,691.3,187.4,77.0,569.6,886.5,256.5,111.3,159.7,247.2,77.0,34.4,104.0,151.5,37.5,15.1,69.2,90.6,17.8,12.6,125.6,179.3,51.7,22.7,1695.0,2465.6,677.8,302.9,20.5,29.0,7.2,3.0,1034.5,1547.9,374.7,193.9,135.4,221.2,68.2,29.5
1996-06,445.5,689.7,190.6,76.2,569.6,888.2,250.8,109.1,158.9,248.4,76.1,32.7,104.0,152.3,39.6,13.5,67.6,87.1,18.6,12.3,126.5,176.8,50.1,25.1,1701.6,2479.0,669.1,305.6,20.5,28.5,6.8,3.3,1021.8,1543.4,383.4,186.7,136.7,219.6,67.4,30.2
1996-07,446.5,702.9,188.9,73.7,566.4,903.1,253.8,107.3,158.7,251.5,77.7,31.3,105.1,151.4,38.1,15.4,66.7,89.8,20.1,12.9,123.7,176.3,49.5,24.9,1703.3,2494.2,675.3,298.3,20.2,27.8,6.8,3.5,1011.5,1551.0,382.5,176.1,136.7,220.5,67.8,29.2
1996-08,441.9,702.9,192.4,72.8,568.8,890.4,251.9,104.1,161.4,247.9,73.1,34.4,103.4,150.0,38.9,15.1,66.8,91.1,20.7,11.2,121.9,176.7,50.3,26.2,1710.9,2495.4,677.7,312.9,20.5,28.6,6.7,3.4,1027.6,1564.3,367.8,172.4,136.5,222.0,68.3,27.3
1996-09,446.4,699.7,186.4,76.8,570.8,881.9,249.4,105.7,161.7,250.9,72.3,30.9,98.8,148.3,38.1,14.7,66.2,90.0,20.9,10.8,122.4,175.2,51.0,24.9,1698.5,2465.2,690.7,325.9,20.4,28.1,6.8,3.6,1013.3,1555.8,384.1,170.3,138.4,223.6,67.6,27.8
1996-10,452.4,706.6,181.0,72.2,566.8,886.2,256.1,99.7,153.7,252.4,81.3,32.6,100.7,148.8,38.7,14.5,67.3,90.2,19.1,9.6,122.6,176.5,52.3,24.1,1684.0,2480.6,701.5,317.4,20.6,27.9,6.6,3.6,1019.0,1550.8,369.2,165.1,138.8,226.9,69.9,25.6
1996-11,448.2,707.2,188.9,71.0,560.8,880.4,268.4,107.9,150.4,253.5,84.4,30.3,101.2,148.6,38.6,15.4,66.4,89.5,21.1,9.3,123.3,177.4,53.0,23.4,1693.8,2492.6,693.5,314.7,20.6,27.8,6.7,3.2,1008.4,1555.8,384.3,166.5,140.6,225.5,64.1,25.2
1996-12,447.6,711.6,186.8,73.5,560.7,881.9,273.9,113.7,153.1,253.9,82.7,29.5,99.4,149.2,39.8,13.1,65.1,90.0,22.5,9.1,121.4,176.9,56.3,23.4,1696.3,2502.8,692.6,306.3,20.6,27.5,6.9,3.1,994.0,1556.5,398.1,169.9,137.7,226.5,67.3,24.6
1997-01,440.8,716.6,197.0,67.7,575.6,892.6,263.7,117.1,158.7,254.5,80.1,31.4,100.2,147.5,41.3,17.4,66.3,90.5,22.9,8.5,121.4,177.8,57.8,22.0,1719.6,2498.9,677.0,315.7,19.8,27.2,7.7,3.2,1014.1,1564.7,391.8,170.7,135.3,226.1,69.6,25.0
1997-02,436.4,718.7,199.7,71.3,560.2,890.6,277.0,115.7,162.3,254.7,77.4,30.1,101.8,149.2,39.6,15.2,67.3,91.8,20.8,8.4,122.1,180.0,57.7,20.8,1703.5,2494.1,688.0,320.8,20.6,27.3,7.1,3.0,1022.9,1564.3,392.5,169.5,137.3,225.8,68.2,24.8
1997-03,436.9,712.4,205.5,77.5,573.2,888.8,266.8,112.0,159.7,251.2,79.4,29.5,100.2,150.5,40.1,15.3,63.7,93.3,22.7,9.5,123.4,176.2,57.5,22.3,1695.1,2497.7,704.3,324.2,20.5,28.0,7.5,2.7,1034.3,1568.8,389.8,172.7,136.8,226.5,68.5,25.1
1997-04,449.2,713.5,198.3,73.7,577.5,886.3,275.2,108.3,159.9,252.5,78.5,29.2,101.6,150.0,40.7,14.9,65.0,90.8,21.5,8.0,121.0,174.3,57.2,22.8,1718.4,2493.6,679.5,322.9,20.2,27.5,7.2,2.8,1025.5,1567.9,399.9,173.3,136.8,228.3,71.5,25.9
1997-05,444.4,725.6,204.9,71.3,571.1,899.2,277.0,108.0,162.6,255.2,77.1,26.8,102.4,151.6,38.9,14.6,64.1,91.5,21.1,7.6,122.7,174.0,56.1,25.4,1710.7,2532.8,687.1,319.9,20.1,27.6,6.9,3.1,1040.7,1569.4,388.4,171.9,135.8,226.7,73.0,29.5
1997-06,443.3,733.4,206.3,65.7,578.6,896.8,271.5,104.2,163.3,258.8,77.5,27.1,105.5,155.6,36.3,14.6,61.7,92.0,22.7,8.6,121.5,180.2,56.3,21.5,1732.2,2563.5,686.2,300.6,20.6,27.5,6.8,3.1,1047.5,1583.2,378.4,170.8,137.6,230.4,70.6,28.0
1997-07,446.1,735.0,204.5,64.4,590.3,897.1,272.2,112.3,158.6,254.9,79.8,29.0,104.6,155.0,38.4,15.4,62.6,94.9,23.2,8.4,120.2,182.6,57.9,21.5,1708.1,2558.1,718.5,323.7,20.4,28.5,6.4,3.1,1025.2,1568.4,398.6,175.1,138.0,231.7,72.6,26.0
1997-08,454.1,737.6,204.1,69.8,585.8,896.9,280.4,113.8,160.6,259.7,78.5,27.2,105.2,154.2,37.5,15.4,64.4,98.1,23.1,8.9,123.6,179.1,55.9,25.2,1726.7,2576.5,715.0,326.0,20.8,28.1,7.0,3.3,1017.2,1566.8,406.2,179.0,137.8,231.5,71.7,26.2
1997-09,461.3,740.8,198.0,72.3,587.2,899.4,270.8,113.0,161.4,260.8,77.6,27.2,105.8,157.8,36.0,13.3,66.0,93.8,22.4,10.7,123.0,183.7,56.2,23.1,1738.1,2603.1,695.0,312.6,21.8,27.8,7.0,2.9,1049.4,1570.9,382.8,178.0,140.0,228.9,68.7,27.3
1997-10,463.6,747.4,196.5,71.9,578.3,885.6,272.8,128.9,163.9,261.3,74.9,27.3,105.5,156.5,36.0,13.1,64.7,92.2,23.7,11.2,125.6,182.5,55.6,23.7,1736.4,2601.3,694.3,317.5,21.3,27.9,7.1,3.2,1045.9,1576.1,389.6,182.6,141.3,229.0,68.6,28.1
1997-11,464.3,743.0,196.1,73.9,592.4,893.3,271.8,118.6,162.4,261.8,76.3,28.1,107.7,156.3,35.0,12.8,64.7,91.6,23.4,10.2,125.6,183.2,55.6,24.8,1745.0,2592.8,693.6,334.2,20.8,27.1,7.1,3.8,1044.7,1582.0,384.7,179.5,146.2,228.6,65.9,30.2
1997-12,467.0,743.3,195.6,72.5,587.9,893.5,274.4,111.0,164.5,265.9,74.0,27.2,109.5,155.9,34.9,12.8,65.1,92.4,22.9,11.4,128.0,181.8,53.4,24.1,1763.6,2608.7,680.8,322.6,21.2,27.5,6.9,3.4,1064.5,1579.1,370.5,185.1,147.1,229.4,65.2,30.7
1998-01,474.0,744.2,195.2,78.9,577.5,880.9,283.0,113.6,163.2,262.1,76.6,29.6,109.5,152.4,34.7,12.9,66.9,91.5,22.2,11.0,130.8,183.9,53.6,24.0,1782.4,2608.3,681.1,312.4,21.5,27.2,6.9,3.5,1050.8,1580.0,358.9,185.3,148.3,230.6,64.7,30.6
1998-02,475.4,740.7,195.3,77.1,585.3,875.1,274.7,109.5,163.9,262.1,76.3,27.7,110.5,151.5,34.8,12.6,64.7,93.0,24.0,8.8,131.2,188.2,53.3,23.8,1778.8,2624.1,696.9,314.0,21.7,26.9,6.6,3.7,1049.9,1608.9,384.0,168.0,145.6,230.3,65.0,30.9
1998-03,471.5,744.0,198.2,74.9,584.0,869.9,276.5,120.6,165.6,261.7,76.2,29.3,110.9,152.5,35.0,13.1,66.3,92.8,22.5,9.9,131.2,186.5,53.9,24.0,1785.3,2626.5,697.6,305.3,21.2,27.6,6.9,3.7,1065.2,1591.6,385.9,192.3,145.1,229.1,65.9,29.1
1998-04,476.5,748.9,207.7,77.9,575.9,868.5,282.5,127.1,165.6,262.7,76.6,27.8,111.1,153.0,34.6,14.5,66.0,91.9,23.6,10.9,130.0,185.0,54.1,26.0,1793.3,2610.6,701.1,311.4,21.2,26.9,6.4,3.5,1062.8,1596.1,391.6,185.7,144.4,232.1,65.0,27.3
1998-05,476.3,747.9,199.1,81.2,580.3,870.5,281.3,121.1,166.1,263.4,74.0,28.5,110.7,153.0,36.7,15.3,66.9,89.8,23.6,10.6,131.7,188.2,51.7,24.3,1803.4,2625.1,697.7,310.5,21.9,27.7,7.4,3.2,1060.4,1610.7,388.2,178.8,141.6,231.3,68.0,25.4
1998-06,477.7,744.3,198.7,81.9,594.7,871.3,265.8,121.8,165.2,261.4,74.6,28.8,110.4,152.7,36.9,15.8,68.0,92.0,22.3,11.0,131.0,187.8,53.1,23.8,1813.0,2620.2,695.2,319.1,21.3,27.9,7.7,3.2,1064.9,1603.0,388.1,186.8,146.2,230.5,62.5,25.1
1998-07,476.6,750.9,206.2,82.4,588.4,864.0,277.0,126.8,167.8,266.3,75.2,27.9,110.7,152.2,37.0,15.5,71.2,92.1,19.4,10.6,132.8,186.2,52.7,25.0,1817.2,2611.1,698.8,328.9,21.9,28.0,7.5,3.6,1074.2,1606.8,395.8,188.6,145.5,229.1,65.2,26.9
1998-08,480.1,760.2,208.2,77.6,590.3,863.1,275.9,127.2,171.8,265.8,73.3,28.1,110.3,154.7,36.8,15.7,66.5,91.2,20.3,11.7,131.9,190.0,55.0,21.4,1809.0,2618.5,712.7,314.9,21.6,27.7,7.3,3.2,1081.4,1630.9,395.7,181.1,146.1,230.5,67.5,26.4
1998-09,472.8,751.3,216.3,80.0,596.1,871.2,267.9,132.4,171.8,263.1,73.8,27.5,111.8,153.9,36.1,16.6,67.9,94.7,19.3,9.1,131.8,185.5,54.5,23.8,1819.2,2632.7,730.1,304.1,21.5,27.7,7.4,3.3,1083.0,1642.6,399.9,171.2,145.6,229.2,67.0,27.2
1998-10,464.0,746.8,224.8,82.0,604.6,865.0,268.8,131.4,174.2,261.9,73.9,28.1,114.1,155.8,34.8,15.8,67.5,99.2,23.3,9.2,132.9,184.8,55.2,24.1,1844.0,2647.8,708.0,302.9,21.1,27.4,7.8,2.9,1091.9,1634.0,394.0,168.0,144.8,227.2,67.5,28.1
1998-11,467.9,755.7,220.2,78.3,603.3,869.8,272.7,132.0,171.9,262.7,76.1,28.3,112.3,157.3,37.6,15.3,69.7,99.1,21.2,10.2,132.8,185.1,55.3,22.9,1840.7,2649.9,718.9,304.4,21.9,27.5,7.0,3.1,1090.0,1634.7,399.5,174.1,143.9,228.8,69.6,27.3
1998-12,471.0,748.6,221.0,81.0,604.9,866.6,267.2,120.6,168.9,261.4,80.2,29.0,112.3,158.5,38.3,16.1,70.5,97.2,20.7,8.7,129.5,188.0,56.1,24.1,1832.5,2662.1,729.4,301.7,21.0,27.5,7.3,3.2,1075.9,1632.0,415.8,181.6,142.3,228.1,70.9,28.3
1999-01,477.4,758.5,216.4,75.9,617.5,876.7,264.7,132.4,170.3,260.7,77.8,28.5,113.7,159.8,36.7,15.2,70.7,99.2,19.9,8.4,131.5,190.9,56.0,22.6,1843.4,2665.8,732.5,312.4,21.0,27.7,7.3,3.1,1086.9,1650.2,404.7,170.6,144.1,226.2,69.1,27.0
1999-02,473.7,758.2,220.7,77.8,614.6,874.6,266.2,130.9,170.4,258.3,77.7,33.3,113.1,161.5,37.1,14.4,72.5,98.3,21.3,9.4,134.4,187.9,53.0,24.1,1868.4,2668.0,706.0,315.3,21.3,27.7,7.2,2.9,1096.2,1646.6,388.1,166.7,143.6,222.9,69.6,29.6
1999-03,480.3,758.2,215.9,78.3,604.4,878.4,273.1,135.0,171.0,261.7,76.8,31.0,113.7,159.8,37.5,15.3,71.3,97.3,20.8,8.5,131.8,185.8,55.4,24.5,1883.8,2694.6,696.1,310.2,21.8,27.0,6.5,3.4,1098.7,1635.6,382.3,168.5,145.1,223.6,66.8,29.0
1999-04,485.7,753.5,209.6,83.6,610.6,876.2,273.7,130.3,173.7,260.1,74.2,31.5,113.2,161.1,36.7,13.6,71.6,97.1,19.5,8.3,131.4,190.2,56.7,24.4,1871.1,2702.9,719.3,306.7,21.1,27.9,7.1,3.6,1111.7,1661.3,363.0,166.8,148.6,224.3,65.7,28.9
1999-05,485.6,751.3,214.4,84.0,608.0,876.3,270.1,127.9,173.6,261.1,75.7,31.5,113.7,162.8,37.2,13.2,72.0,100.0,21.8,9.0,133.9,191.2,55.6,24.1,1889.9,2732.9,705.0,300.6,21.4,27.7,6.9,3.7,1113.6,1647.5,373.1,172.0,148.0,221.3,65.7,29.6
1999-06,487.9,765.6,216.4,78.8,599.1,871.4,284.7,132.9,174.0,263.2,75.7,30.9,112.0,159.0,37.4,15.1,71.0,97.7,21.8,9.9,134.5,189.2,56.8,24.8,1880.7,2731.3,708.0,302.9,22.3,28.2,6.6,3.5,1116.2,1644.4,378.2,169.4,146.9,226.6,68.0,29.8
1999-07,495.4,760.8,211.4,85.1,589.3,874.6,291.4,134.3,175.5,258.5,73.8,33.1,112.0,159.6,39.5,14.8,70.9,99.3,24.7,9.5,136.3,188.2,54.5,24.9,1895.1,2734.7,716.1,308.4,22.1,29.0,6.9,2.9,1140.9,1641.0,364.3,181.0,144.5,226.6,69.4,30.6
1999-08,489.2,761.8,218.7,82.3,604.0,878.0,285.1,130.0,173.9,259.0,76.6,34.5,112.8,160.3,38.5,14.5,71.3,97.6,23.3,10.1,139.2,190.1,51.6,23.8,1895.1,2745.1,720.5,304.7,22.4,28.4,6.6,3.4,1126.0,1638.4,384.9,178.6,149.4,227.1,65.5,29.6
1999-09,491.1,770.0,211.4,76.3,604.8,888.3,286.7,124.6,175.2,262.0,74.8,30.9,113.9,156.5,39.2,17.2,70.3,97.8,23.4,11.3,143.4,191.1,48.3,22.9,1913.9,2755.1,697.8,305.1,21.9,28.2,6.4,3.4,1118.0,1635.2,391.6,192.6,150.8,228.5,66.3,28.1
1999-10,485.9,770.7,213.6,85.1,596.5,892.1,278.0,124.0,175.7,263.6,74.0,29.2,112.9,158.2,38.1,15.9,71.9,99.8,22.9,9.3,139.6,192.2,51.5,21.9,1927.3,2756.7,706.1,304.5,22.5,28.8,6.3,3.7,1124.6,1665.1,391.0,182.2,150.8,229.4,65.4,27.7
1999-11,494.2,766.2,206.7,87.3,604.8,897.5,281.4,120.7,177.3,264.8,73.9,29.3,113.5,161.4,37.2,15.8,72.5,101.3,21.3,10.4,139.8,191.6,52.6,22.5,1936.2,2766.9,682.8,299.7,22.4,28.8,7.1,3.7,1134.6,1673.7,388.2,189.4,146.9,228.9,69.1,26.9
1999-12,486.8,780.7,210.7,83.3,620.5,902.8,267.7,125.9,177.2,266.4,71.7,28.4,112.5,159.9,38.3,15.6,70.8,101.4,24.3,9.6,142.1,193.8,49.9,21.2,1932.6,2777.5,692.8,316.9,23.1,28.9,6.7,3.7,1146.2,1676.4,385.5,184.4,148.3,230.8,70.1,26.0
2000-01,491.3,779.0,213.3,85.1,615.3,916.0,281.7,113.4,180.6,267.3,72.1,29.2,114.7,160.5,37.8,15.4,71.2,95.7,22.7,9.7,142.6,194.4,52.9,22.8,1943.3,2779.7,695.3,313.5,23.5,29.3,6.4,3.7,1144.8,1677.5,389.0,185.0,150.0,230.0,69.3,27.5
2000-02,494.8,788.1,210.0,82.5,614.4,921.5,288.3,111.2,182.2,267.1,70.1,28.1,114.8,161.2,37.0,14.7,72.3,96.1,21.0,9.6,139.7,192.6,55.3,23.8,1950.5,2779.4,702.4,313.0,23.4,29.1,6.4,3.8,1143.3,1673.6,392.4,181.3,150.9,232.4,68.1,26.1
2000-03,499.3,785.9,209.2,85.9,612.2,916.0,288.4,109.5,180.2,266.0,72.8,29.1,116.2,160.5,36.2,14.6,72.0,96.5,21.7,9.7,139.4,191.7,56.3,26.0,1969.6,2795.1,690.8,319.4,23.1,28.9,7.4,3.7,1153.3,1673.1,377.6,183.1,151.1,231.3,67.1,27.4
2000-04,497.6,786.0,214.9,84.3,615.8,907.6,280.8,116.6,180.7,268.2,74.7,30.9,117.0,162.8,36.9,14.6,71.5,98.7,22.6,8.1,142.4,193.8,53.6,23.9,1964.0,2779.9,698.6,344.4,23.5,29.4,6.9,3.8,1149.6,1663.4,384.3,194.8,151.8,230.7,65.8,27.7
2000-05,497.1,795.3,212.6,77.2,621.2,914.4,277.8,118.0,180.0,266.5,75.6,30.1,116.4,161.8,36.9,13.1,70.4,98.6,21.3,7.6,142.6,191.3,53.8,23.5,1970.8,2774.3,703.4,335.0,24.2,29.1,6.4,3.6,1164.2,1673.6,386.7,185.4,154.1,230.7,63.9,27.9
2000-06,496.7,789.4,209.0,79.9,608.3,910.2,294.0,121.8,185.1,265.7,69.6,32.5,116.4,161.1,38.8,12.7,71.2,95.9,21.1,8.2,142.9,194.2,52.5,22.7,1970.5,2776.9,721.4,331.2,23.3,28.7,7.1,3.3,1179.2,1679.6,382.3,170.6,152.4,227.2,64.6,28.8
2000-07,489.9,794.3,210.6,77.6,613.6,908.7,270.8,120.4,184.0,267.7,71.7,29.0,119.1,162.4,38.7,12.5,73.5,96.6,18.2,7.7,145.4,194.0,51.8,22.0,1983.8,2781.4,729.6,334.1,23.7,28.6,7.0,3.1,1156.3,1678.5,382.9,189.3,153.1,224.8,65.4,28.7
2000-08,505.1,787.5,203.8,78.8,613.5,915.0,277.7,120.9,186.2,267.0,74.6,30.4,119.8,165.6,37.9,12.4,72.4,98.1,20.2,6.9,143.2,191.3,54.0,20.9,1980.1,2787.2,730.5,332.1,22.6,28.9,7.6,3.1,1159.7,1662.8,383.9,201.4,152.2,224.3,62.2,28.8
2000-09,505.2,793.7,206.4,82.7,623.2,911.9,280.9,117.7,181.0,268.4,74.2,32.0,118.6,165.0,40.5,12.1,73.2,98.2,21.9,7.6,139.6,189.9,55.7,24.5,1971.6,2797.4,741.0,336.3,23.8,29.0,7.3,3.4,1146.6,1667.3,401.2,194.9,150.8,227.4,61.9,28.2
2000-10,512.2,799.4,207.4,76.4,628.8,916.9,278.3,115.2,177.5,267.8,75.8,31.9,122.0,163.0,36.8,12.8,73.6,96.2,22.5,8.7,140.9,193.5,51.0,22.5,1986.0,2817.0,736.5,336.9,23.7,28.5,7.0,3.4,1152.1,1661.1,391.5,190.9,152.1,226.8,62.3,28.7
2000-11,512.2,801.8,211.0,80.0,631.1,914.8,276.5,118.8,179.0,263.7,73.0,35.3,121.9,162.6,36.9,13.5,72.5,97.3,21.6,9.0,142.2,195.4,51.2,20.1,2012.1,2810.1,730.3,338.6,23.4,28.3,6.6,3.2,1170.8,1684.0,369.1,182.4,153.2,227.2,62.0,28.6
2000-12,507.3,800.9,218.0,82.8,636.7,921.6,273.6,116.5,175.7,265.6,76.1,35.2,121.5,163.0,35.6,13.9,72.4,96.8,20.9,8.7,142.3,197.7,52.4,22.8,2037.1,2815.2,708.6,341.2,23.6,29.7,6.7,3.3,1145.6,1687.2,395.8,198.5,149.9,230.1,62.1,27.2
2001-01,514.3,799.7,214.8,81.4,622.7,912.9,277.0,112.0,178.2,262.4,75.7,33.4,122.4,162.1,36.4,12.9,75.2,97.7,19.7,8.8,140.8,195.3,52.1,22.4,2028.3,2829.9,716.2,330.5,23.5,29.4,6.9,3.3,1145.7,1679.8,402.8,199.8,148.5,227.3,66.1,25.8
2001-02,521.8,801.2,209.7,86.0,634.7,910.6,267.0,118.5,178.2,264.6,75.5,32.2,121.6,158.4,34.0,14.2,74.0,94.9,21.5,9.8,142.8,201.0,51.2,20.7,2022.3,2814.0,714.7,324.7,23.8,29.1,7.4,3.7,1148.0,1688.2,401.8,200.1,148.8,224.5,63.1,25.7
2001-03,524.0,793.0,207.3,84.2,634.0,910.1,281.0,119.7,180.4,262.0,71.8,33.9,121.2,155.9,32.4,13.6,74.1,95.2,21.7,10.2,143.6,195.6,50.8,20.9,2022.1,2816.3,718.7,330.3,24.0,30.3,6.9,3.1,1153.5,1695.3,403.1,185.1,149.3,222.9,63.8,27.6
2001-04,528.0,797.8,208.3,86.5,631.6,901.6,274.7,127.2,178.4,262.4,74.6,32.2,118.9,157.0,35.2,15.7,76.0,96.0,20.5,9.9,143.7,194.9,52.2,18.9,2025.4,2839.5,719.3,346.4,23.6,28.1,6.9,3.8,1170.7,1679.7,395.1,181.4,147.3,220.5,64.0,28.4
2001-05,529.3,802.8,209.8,85.7,619.0,901.2,298.5,130.3,179.7,264.1,70.8,32.5,118.8,158.4,36.6,14.3,77.6,98.7,21.8,8.4,145.6,192.4,51.4,19.3,2041.7,2844.0,719.9,332.9,23.3,29.1,7.5,3.4,1160.3,1667.4,399.9,195.0,147.9,218.2,62.2,26.8
2001-06,540.4,804.3,200.2,89.9,631.4,894.9,269.7,128.8,178.0,261.9,74.1,30.5,121.4,159.3,34.8,13.9,78.6,98.3,20.1,8.1,143.0,197.3,53.6,17.8,2032.6,2837.3,722.6,332.5,22.9,30.5,7.5,3.4,1149.3,1668.7,405.3,203.7,149.0,219.3,61.1,26.6
2001-07,516.6,805.1,220.1,83.4,609.2,896.3,290.5,127.1,178.0,266.1,71.9,30.3,120.1,160.6,35.7,13.0,78.1,96.7,19.0,9.4,146.4,194.9,54.7,21.1,2027.1,2843.9,735.1,331.0,23.1,30.0,7.6,3.2,1154.7,1670.9,410.4,202.8,147.9,221.3,66.1,26.6
2001-08,529.6,803.9,205.5,90.3,617.7,895.0,277.6,116.5,179.9,263.0,72.4,31.3,122.6,159.0,35.8,14.3,78.0,97.4,19.6,9.3,146.9,194.4,52.3,22.5,2053.3,2845.8,710.2,328.3,23.5,30.0,6.9,3.1,1167.6,1682.2,400.8,198.6,145.2,227.5,65.1,25.4
2001-09,534.1,804.4,205.9,91.3,616.7,897.9,281.8,117.5,181.8,263.3,72.6,32.4,122.4,160.0,36.5,13.7,77.3,97.1,20.3,9.2,147.6,194.9,53.3,23.1,2051.8,2828.3,711.9,342.4,23.9,29.9,7.0,2.9,1190.3,1684.9,388.3,198.5,145.0,221.3,64.2,26.9
2001-10,538.0,812.4,201.7,89.5,613.8,887.4,278.2,119.2,185.3,262.6,71.7,34.7,122.4,162.1,37.8,12.6,76.2,98.5,21.1,9.7,149.0,192.4,53.5,27.0,2050.0,2826.4,713.8,335.8,24.0,29.8,6.9,3.1,1183.5,1695.8,400.6,194.5,144.3,220.3,64.6,26.8
2001-11,540.5,812.3,202.8,87.0,612.7,882.0,283.5,125.6,184.2,263.9,74.4,32.4,122.7,160.4,37.1,13.4,77.0,97.2,21.3,8.4,150.3,194.8,53.8,24.6,2020.5,2830.2,749.6,337.0,23.8,30.9,7.1,2.6,1181.1,1691.1,414.4,186.1,146.6,218.5,61.4,27.1
2001-12,550.2,804.5,197.4,88.2,610.1,867.5,284.2,132.7,187.6,263.7,72.5,32.5,124.2,159.0,36.7,13.2,78.0,97.5,21.0,10.0,150.9,192.0,52.7,24.4,2001.9,2830.2,763.9,333.0,23.8,29.9,6.8,3.0,1184.5,1677.9,409.8,195.9,148.6,218.0,59.7,28.2
