month,Alberta_FT_F,Alberta_FT_M,Alberta_PT_F,Alberta_PT_M,British Columbia_FT_F,British Columbia_FT_M,British Columbia_PT_F,British Columbia_PT_M,Manitoba_FT_F,Manitoba_FT_M,Manitoba_PT_F,Manitoba_PT_M,New Brunswick_FT_F,New Brunswick_FT_M,New Brunswick_PT_F,New Brunswick_PT_M,Newfoundland and Labrador_FT_F,Newfoundland and Labrador_FT_M,Newfoundland and Labrador_PT_F,Newfoundland and Labrador_PT_M,Nova Scotia_FT_F,Nova Scotia_FT_M,Nova Scotia_PT_F,Nova Scotia_PT_M,Ontario_FT_F,Ontario_FT_M,Ontario_PT_F,Ontario_PT_M,Prince Edward Island_FT_F,Prince Edward Island_FT_M,Prince Edward Island_PT_F,Prince Edward Island_PT_M,Quebec_FT_F,Quebec_FT_M,Quebec_PT_F,Quebec_PT_M,Saskatchewan_FT_F,Saskatchewan_FT_M,Saskatchewan_PT_F,Saskatchewan_PT_M
1988-10,387.1,631.7,150.4,59.4,425.5,734.1,192.2,92.1,157.8,251.2,69.4,28.9,96.2,152.8,34.8,12.0,66.9,110.5,16.2,7.3,118.9,192.8,45.0,17.0,1671.7,2571.7,623.6,231.9,18.0,27.5,5.7,2.9,976.7,1639.3,339.4,145.4,131.5,230.5,67.7,31.4
1988-11,381.8,627.3,160.5,59.6,432.0,740.1,193.5,83.3,157.2,250.8,68.2,31.8,96.1,152.8,33.0,12.7,66.4,109.3,15.9,8.2,120.4,196.4,43.5,18.2,1669.0,2584.4,618.5,233.8,18.1,28.2,6.2,2.9,973.5,1646.5,344.2,150.9,130.9,227.4,68.7,33.5
1988-12,391.6,623.3,153.8,62.4,437.9,744.5,190.3,79.8,157.6,255.4,70.0,28.0,96.3,155.0,33.9,12.4,67.2,114.3,17.7,7.4,119.2,197.0,44.6,17.7,1700.9,2590.8,603.2,238.3,17.9,28.3,6.3,2.8,977.1,1650.9,341.2,152.8,130.2,228.9,70.0,32.4
1989-01,387.3,626.2,158.4,64.1,442.0,753.3,192.6,84.4,155.9,255.3,71.7,30.4,96.7,152.3,33.4,13.2,65.1,112.4,17.3,7.3,117.6,198.2,48.1,18.9,1718.3,2616.1,606.5,250.7,18.7,28.8,6.1,2.9,996.1,1645.3,330.9,140.1,129.3,227.3,69.0,33.9
1989-02,385.4,630.0,162.1,62.4,448.9,766.7,188.6,84.0,158.4,252.9,69.6,28.1,97.1,152.4,34.2,13.4,65.6,112.5,18.7,7.3,119.9,197.2,46.2,17.3,1696.8,2603.5,618.7,249.6,18.0,28.2,6.3,3.1,999.7,1663.7,330.3,146.3,130.9,226.4,63.6,32.8
1989-03,387.9,635.4,160.4,59.0,455.8,766.9,180.5,88.4,158.9,251.9,68.9,30.6,96.5,151.8,34.8,13.8,66.3,113.1,18.1,7.0,119.0,196.1,49.4,19.5,1720.3,2625.6,603.3,243.0,17.9,28.2,6.5,3.2,1001.1,1648.4,338.9,159.4,130.4,225.2,67.8,33.2
1989-04,392.9,635.7,154.8,61.9,455.6,774.1,183.6,88.8,158.9,253.8,68.2,29.6,94.6,153.3,36.5,13.4,68.4,114.8,18.2,7.2,119.2,196.4,46.5,18.9,1714.3,2617.7,599.3,244.3,17.3,28.4,6.7,2.6,1006.4,1650.5,335.7,136.9,128.6,223.0,68.9,34.1
1989-05,403.7,642.4,150.6,56.5,456.2,773.3,183.8,84.0,162.1,255.6,67.5,29.1,94.8,154.6,36.2,12.0,69.6,114.3,18.1,7.6,121.2,198.8,45.1,17.1,1711.0,2631.4,602.0,236.4,17.5,28.1,6.9,3.0,1000.3,1643.1,334.5,137.5,132.5,226.3,64.6,33.0
1989-06,395.9,644.5,155.0,52.4,460.7,779.4,185.9,81.6,162.0,253.7,70.6,32.0,96.3,155.0,36.5,10.9,72.0,112.0,17.9,8.4,121.0,196.7,48.2,19.0,1710.2,2625.6,591.6,251.7,17.0,27.7,6.8,3.1,1000.7,1645.1,343.6,132.1,133.0,229.4,64.3,30.2
1989-07,397.7,647.4,155.6,54.2,467.6,786.2,178.7,69.6,160.4,255.3,69.6,30.7,97.6,152.2,34.2,11.8,71.9,112.2,17.3,8.0,122.5,196.3,44.5,17.9,1721.1,2647.9,586.4,242.2,17.3,27.9,6.6,2.9,1023.8,1628.4,323.8,134.4,132.9,229.4,65.2,30.0
1989-08,401.4,648.2,151.6,54.0,470.5,785.1,182.1,73.4,162.4,258.9,70.2,27.3,97.4,152.8,33.4,12.2,70.3,109.2,19.6,10.0,121.0,196.4,45.6,17.5,1723.7,2639.9,597.5,246.2,18.0,27.0,6.4,3.2,1024.7,1661.8,325.8,126.7,133.5,230.2,63.8,30.3
1989-09,387.8,643.7,160.3,55.5,476.5,785.3,181.2,75.0,161.3,255.6,67.3,29.1,96.4,154.1,33.7,11.8,69.0,110.6,17.8,7.7,121.0,196.6,46.0,18.3,1711.5,2608.2,619.9,277.6,17.5,27.0,6.8,3.2,1014.7,1656.0,333.3,134.7,134.4,227.1,62.8,32.8
1989-10,391.8,647.8,163.9,60.2,476.1,783.7,188.2,75.8,158.8,253.9,68.1,30.1,98.9,152.6,33.4,12.4,69.0,110.7,18.5,7.0,120.3,194.9,46.2,18.2,1729.1,2608.6,605.9,270.1,17.3,26.8,6.6,3.1,1017.4,1654.2,325.8,132.6,129.7,227.9,66.9,32.0
1989-11,391.4,649.4,162.4,59.2,487.4,784.7,185.2,78.6,156.7,251.2,71.9,30.6,98.0,151.8,34.6,14.0,69.2,110.0,19.2,7.8,120.1,192.4,48.8,19.8,1723.2,2616.0,610.1,273.8,18.3,27.0,6.7,3.4,1013.1,1644.4,336.2,138.1,128.8,226.8,67.5,32.1
1989-12,392.7,647.5,164.6,58.8,493.6,777.7,184.0,88.3,156.5,248.0,72.0,32.8,97.8,153.1,34.7,13.2,70.0,109.6,18.9,7.3,123.8,192.0,45.1,20.2,1731.1,2617.1,613.9,268.7,18.7,26.2,6.4,3.5,1017.0,1640.5,328.2,139.6,128.1,225.4,67.5,32.6
1990-01,398.9,649.6,159.6,60.5,493.5,788.8,190.2,85.9,157.8,254.7,74.0,30.5,99.9,155.9,32.4,12.8,71.2,110.5,18.3,6.9,124.9,190.9,47.2,21.1,1735.6,2619.6,609.9,259.1,18.3,26.5,6.7,3.1,1016.5,1641.6,333.6,144.0,128.5,224.1,66.4,32.0
1990-02,401.4,651.9,159.9,59.4,495.6,782.0,187.2,82.1,156.1,257.1,73.6,30.6,97.8,153.7,35.0,13.4,71.7,110.5,17.3,6.8,123.8,191.1,46.5,21.0,1764.6,2637.9,591.0,269.3,18.5,27.0,6.5,2.9,999.9,1634.6,352.9,148.0,129.3,226.3,68.1,32.6
1990-03,408.9,652.1,152.2,61.0,499.4,783.1,185.4,79.7,156.3,254.9,73.7,33.0,97.8,152.4,34.9,13.8,70.2,108.0,19.2,7.5,125.4,192.9,44.5,21.4,1735.6,2614.5,613.4,285.3,19.2,27.2,5.9,2.9,1012.2,1639.5,340.0,145.7,127.8,226.1,70.5,32.8
1990-04,404.6,650.7,155.5,63.8,500.3,783.7,190.3,81.4,158.7,255.5,73.4,32.5,98.6,153.0,34.7,14.1,71.2,108.0,17.8,6.7,125.7,194.0,44.6,21.4,1743.0,2610.9,609.2,281.2,18.9,27.0,6.3,3.5,1024.1,1648.2,333.4,140.8,128.8,225.2,69.3,31.2
1990-05,410.9,652.1,150.4,57.7,494.9,785.7,190.8,80.1,158.1,253.7,69.9,32.1,100.3,152.4,33.2,14.0,71.7,107.8,17.1,6.8,124.5,192.2,45.7,20.0,1745.0,2590.7,597.3,282.2,18.9,27.3,6.7,2.9,1036.4,1643.0,332.6,141.0,129.2,224.5,70.2,31.9
1990-06,410.8,651.2,154.5,59.4,496.9,785.6,193.6,74.5,159.4,249.7,67.8,32.5,100.4,151.4,32.4,13.8,71.0,108.2,17.4,8.1,127.0,193.6,44.6,19.4,1752.6,2590.6,610.5,273.1,18.9,27.5,6.3,3.2,1034.7,1652.6,338.6,145.6,130.3,223.2,70.6,32.8
1990-07,411.0,647.5,153.6,60.8,502.7,782.1,199.4,80.2,158.5,251.6,72.9,33.3,100.9,152.3,33.0,13.6,71.8,108.3,16.4,8.4,124.9,193.8,45.5,18.7,1763.5,2595.2,590.6,255.8,18.7,27.3,6.0,3.1,1030.7,1652.7,331.4,143.4,130.1,224.8,69.8,29.3
1990-08,409.9,660.5,155.9,55.8,505.3,787.8,203.8,77.6,160.2,251.2,72.3,34.1,101.7,153.5,34.7,13.0,73.3,111.9,16.4,8.3,127.4,194.3,44.6,18.9,1744.2,2566.0,605.0,262.0,18.8,27.8,6.1,3.2,1020.0,1653.6,328.5,137.8,132.5,222.5,70.1,30.2
1990-09,408.5,654.6,158.9,60.0,500.0,784.0,202.4,85.8,154.5,249.9,76.7,32.4,97.5,155.0,35.7,13.0,72.1,110.6,18.0,8.5,125.9,194.0,47.5,18.4,1714.0,2571.2,627.4,265.1,18.7,27.4,6.3,3.0,1018.0,1634.0,337.7,147.8,128.1,224.4,72.3,29.8
1990-10,402.4,651.4,162.4,59.6,499.9,785.6,198.4,80.4,156.7,247.0,74.1,33.3,99.5,152.9,34.5,14.6,74.0,110.7,18.5,9.2,127.2,195.2,48.2,19.0,1708.0,2549.7,625.7,271.1,18.3,27.5,6.8,2.7,1011.0,1621.1,339.5,152.5,128.9,222.7,69.8,29.5
1990-11,409.0,652.6,159.4,61.3,487.1,779.9,203.7,90.6,156.9,249.4,73.0,29.6,98.5,153.4,34.0,13.9,72.9,109.2,18.4,7.7,129.2,195.8,46.4,18.7,1694.1,2518.0,632.8,268.6,18.0,26.9,6.5,2.4,1010.8,1613.5,344.5,146.8,128.6,223.5,70.6,29.2
1990-12,408.7,644.0,156.9,65.3,486.8,779.4,204.0,87.4,158.7,248.1,68.4,28.2,98.4,151.7,34.7,15.7,73.8,107.6,19.5,8.7,124.6,194.2,48.5,21.1,1676.2,2494.3,632.3,278.1,17.4,26.8,6.7,2.7,1017.3,1595.7,345.1,155.9,130.2,222.0,68.8,30.8
1991-01,408.5,650.6,159.9,60.6,488.3,775.8,206.3,88.3,156.0,246.0,74.1,30.8,98.3,152.2,36.0,14.5,72.4,106.7,19.1,8.1,124.3,194.4,47.9,21.1,1659.0,2476.7,645.5,271.5,17.6,26.5,6.6,2.8,1007.2,1583.1,345.0,158.3,131.7,220.8,68.6,33.1
1991-02,410.0,652.0,159.3,64.5,484.7,768.8,211.0,95.7,155.7,245.4,72.3,32.2,99.5,153.4,35.4,14.1,73.2,105.7,18.1,8.5,122.2,194.8,47.7,19.8,1653.3,2447.3,639.5,262.4,18.0,25.9,6.4,3.2,1014.2,1576.8,339.5,163.5,128.9,221.5,71.4,29.6
1991-03,412.8,651.7,159.0,58.8,485.6,760.9,215.3,97.4,154.6,242.5,73.7,32.2,97.3,151.5,35.7,13.5,72.4,106.4,17.8,8.3,122.7,192.4,48.0,20.0,1664.5,2433.3,626.3,266.1,17.7,26.0,6.6,2.9,1005.0,1569.2,351.7,157.6,131.6,219.0,69.7,31.3
1991-04,409.1,653.4,164.6,63.0,472.3,765.7,231.8,100.9,153.7,242.7,76.0,32.6,96.4,152.1,35.7,13.2,70.8,103.7,18.7,9.3,120.3,191.5,50.6,20.0,1666.9,2436.1,627.5,277.0,17.8,26.3,6.6,2.6,1015.1,1560.6,345.2,166.7,130.7,221.1,71.2,31.3
1991-05,415.7,651.5,161.6,58.9,496.4,772.2,212.9,90.5,151.0,243.2,78.6,31.9,95.4,150.6,36.7,14.0,69.2,103.6,20.9,9.1,125.4,189.5,48.2,21.6,1673.7,2461.5,623.8,271.9,18.4,26.3,6.8,2.9,1024.4,1558.1,342.0,169.6,131.4,217.9,71.4,31.3
1991-06,413.4,654.1,161.0,60.2,497.8,777.0,213.4,95.6,150.4,242.8,81.4,32.8,95.7,148.1,34.6,13.9,70.0,102.7,19.7,7.9,125.9,188.7,47.1,19.9,1668.0,2449.7,641.3,267.3,18.6,25.9,7.0,3.0,1018.3,1560.5,343.9,173.1,131.7,218.2,72.5,33.2
1991-07,402.7,650.9,167.5,61.5,492.0,781.1,213.4,92.5,151.0,242.8,79.7,33.0,96.6,149.4,34.5,13.9,71.3,105.5,19.2,8.4,124.1,186.7,47.8,21.8,1665.0,2433.9,645.7,283.2,18.6,26.5,6.9,3.1,1009.1,1550.7,352.3,174.9,130.5,220.0,72.7,32.1
1991-08,412.1,647.4,162.8,64.2,490.9,783.3,216.2,88.8,152.7,241.6,78.9,33.6,96.4,149.1,34.4,14.0,72.0,106.8,19.0,7.4,124.2,185.8,48.2,21.5,1680.6,2415.2,627.4,300.1,18.5,25.8,7.0,2.8,998.4,1554.4,368.7,171.5,129.7,223.8,72.8,28.0
1991-09,414.5,647.4,159.0,60.5,501.7,788.8,213.4,85.9,154.9,240.0,76.3,36.1,96.2,147.2,33.6,14.4,71.5,105.6,19.5,8.8,124.0,184.1,46.6,21.5,1680.8,2429.8,622.1,291.1,17.8,24.9,6.4,3.5,1002.9,1541.0,353.5,176.1,130.0,218.6,72.2,33.1
1991-10,416.1,646.9,159.2,61.6,506.9,793.3,212.6,85.2,152.8,243.2,78.9,33.8,95.3,147.9,34.7,14.9,72.1,106.8,19.8,8.8,123.0,184.3,47.6,21.9,1666.4,2423.6,625.1,294.1,17.8,24.9,6.2,3.2,1010.4,1547.7,350.7,170.0,129.0,214.5,73.0,36.7
1991-11,414.4,639.7,157.5,61.5,496.7,785.8,216.9,87.9,152.4,244.0,78.0,33.9,95.6,146.1,34.4,14.6,73.4,107.2,18.9,8.9,122.2,184.5,48.1,21.1,1672.9,2421.2,624.4,292.9,17.6,25.4,6.8,2.8,1001.0,1544.3,345.9,170.7,128.2,218.5,73.7,33.0
1991-12,409.7,643.9,164.5,62.6,502.0,786.4,211.1,85.1,152.8,240.1,81.4,36.3,97.6,146.9,34.6,13.1,73.3,106.2,17.8,8.8,123.2,185.4,48.4,20.3,1663.7,2422.7,621.9,285.0,17.8,25.3,6.8,2.8,1007.2,1545.7,347.1,160.8,127.8,220.3,73.3,30.7
1992-01,407.9,639.9,167.0,66.5,503.1,783.3,213.9,90.3,153.1,236.1,79.2,35.0,96.4,146.7,33.5,13.8,72.5,104.3,18.0,8.7,122.0,184.6,48.8,19.6,1673.2,2400.5,611.3,297.1,18.1,24.7,6.4,2.8,1008.3,1521.8,353.6,175.6,124.4,220.5,77.6,30.2
1992-02,401.6,635.5,171.9,66.7,510.5,785.8,210.5,92.8,153.2,237.2,79.2,34.5,98.3,148.3,33.4,13.0,69.6,101.9,18.7,9.0,121.1,183.1,49.0,20.4,1661.1,2388.5,627.0,291.2,18.4,24.8,6.1,2.8,1010.5,1528.8,351.8,160.2,127.8,216.6,75.4,35.0
1992-03,400.4,638.2,172.4,72.4,507.6,788.7,212.1,96.1,151.3,236.2,77.8,34.8,98.2,148.2,33.7,13.3,67.2,100.8,18.2,9.5,117.4,181.8,52.0,18.4,1653.8,2372.3,632.2,289.5,18.5,24.8,6.0,2.7,1000.3,1535.8,349.0,162.0,128.5,215.7,72.7,34.4
1992-04,401.8,642.7,172.4,67.4,517.7,787.4,204.2,97.9,148.9,234.2,80.6,35.6,97.9,145.6,33.8,14.5,66.4,98.6,19.3,10.0,119.0,179.2,49.9,20.7,1656.9,2375.5,627.8,275.6,17.9,23.9,6.3,3.3,994.9,1530.3,354.3,169.9,127.8,212.2,71.7,36.8
1992-05,401.3,641.9,170.9,70.0,519.5,809.6,208.9,84.1,151.7,236.2,78.2,34.9,98.5,147.0,34.8,13.8,64.2,96.8,20.7,10.1,120.3,176.1,49.9,21.0,1646.1,2376.8,635.8,282.7,18.3,25.4,6.3,3.2,986.0,1529.3,352.1,167.2,129.5,213.3,70.2,34.2
1992-06,408.6,636.9,167.9,71.0,526.5,785.0,202.5,99.3,152.9,235.4,75.8,34.9,99.2,146.3,37.4,15.1,65.5,100.4,19.4,8.0,120.0,176.9,48.3,22.4,1667.1,2375.3,609.7,282.9,19.0,26.5,6.2,3.2,983.9,1528.8,352.4,162.8,132.4,211.9,66.2,33.4
1992-07,405.2,643.4,167.8,68.4,515.9,789.6,211.3,97.2,151.7,235.4,73.9,33.7,98.1,147.1,38.9,14.6,66.2,99.5,21.1,9.2,119.9,177.2,48.3,21.3,1643.4,2370.7,633.2,291.1,18.2,25.8,6.8,3.3,981.7,1533.9,360.4,163.9,129.5,211.0,70.9,33.8
1992-08,403.8,637.3,168.5,73.2,515.6,789.4,216.4,99.1,151.2,234.5,76.3,34.3,99.9,146.9,38.0,15.2,64.4,98.9,19.6,7.8,118.3,176.3,50.0,22.9,1625.8,2360.6,643.9,280.5,18.2,26.4,7.3,2.8,981.5,1505.2,359.2,177.3,129.1,212.3,71.8,33.9
1992-09,404.1,637.0,164.9,72.4,506.2,774.8,226.9,109.3,155.5,235.2,73.4,34.3,100.9,151.2,38.4,14.0,65.8,97.8,20.3,9.4,122.0,178.7,45.6,21.4,1637.0,2366.8,621.4,273.4,19.1,26.2,6.5,2.9,980.8,1525.6,361.4,172.4,132.4,214.5,68.7,31.2
1992-10,406.7,631.9,164.0,70.9,505.1,781.2,232.6,109.1,155.2,236.8,74.2,35.1,98.9,149.5,36.5,13.9,66.0,98.2,19.1,9.2,123.3,178.6,46.1,21.3,1625.9,2367.7,636.1,275.3,18.7,26.2,6.6,3.1,991.7,1535.2,356.0,159.2,130.8,212.5,72.2,32.0
1992-11,405.1,632.9,166.7,69.2,521.7,793.8,227.6,96.6,158.1,234.1,71.3,36.2,99.8,149.3,37.2,14.9,64.8,99.2,19.9,10.0,123.2,178.8,48.4,21.6,1611.0,2382.1,649.0,272.7,19.1,25.6,6.7,3.5,997.1,1510.2,334.3,166.7,131.8,210.3,72.3,32.1
1992-12,408.2,633.2,163.0,72.0,509.7,800.1,240.9,98.7,155.9,237.1,72.3,36.3,99.8,149.2,35.5,13.5,63.7,100.3,20.4,9.0,123.6,178.0,45.0,16.3,1613.1,2377.9,650.1,274.0,18.8,25.8,7.0,3.3,989.5,1517.6,348.2,169.5,131.0,209.2,72.5,32.7
1993-01,408.8,631.2,168.4,73.9,514.3,801.7,223.0,98.3,158.2,239.4,72.0,35.0,99.5,149.4,35.9,16.1,62.3,97.9,21.0,10.3,125.2,176.1,43.3,20.9,1625.3,2384.7,651.1,288.7,18.7,25.9,7.3,3.4,990.7,1520.8,346.3,163.3,128.4,210.5,75.0,32.6
1993-02,403.8,636.6,169.2,73.7,506.5,803.8,231.6,99.0,157.5,237.7,72.2,35.3,99.2,148.8,37.2,16.3,61.4,97.0,21.4,9.5,124.4,176.7,45.5,20.9,1624.4,2390.2,645.6,292.1,18.5,26.0,6.9,3.2,983.3,1511.1,358.2,171.1,133.6,212.4,70.3,31.3
1993-03,403.2,627.2,168.8,73.6,512.7,812.9,226.8,89.7,159.9,237.8,72.4,34.1,101.9,148.9,35.9,17.1,65.6,96.9,20.3,9.4,125.7,175.7,45.3,21.5,1626.0,2389.5,646.3,308.2,18.7,26.4,7.2,3.2,994.2,1504.6,355.1,172.1,131.6,211.5,71.2,31.9
1993-04,402.1,631.2,172.3,68.6,524.4,812.5,217.9,94.5,158.0,235.9,71.8,34.4,103.0,148.0,36.1,17.5,65.8,99.5,20.0,8.9,123.4,175.1,48.2,21.6,1605.4,2366.1,647.9,317.2,18.5,25.9,6.9,2.8,984.1,1507.3,353.7,174.9,131.0,211.8,71.3,33.2
1993-05,397.2,635.7,179.0,71.5,511.5,815.5,233.5,94.1,154.2,232.2,75.2,38.6,102.3,150.2,36.4,16.6,67.9,98.1,19.0,9.7,121.4,175.7,49.2,21.1,1607.0,2352.2,645.1,318.5,18.2,25.6,6.9,3.3,974.4,1500.1,367.2,182.6,131.6,212.8,71.5,33.0
1993-06,394.5,637.0,182.3,75.0,520.3,819.4,229.5,94.6,154.2,233.9,77.1,36.3,102.5,150.3,36.1,15.5,68.0,98.8,21.2,9.8,122.1,178.2,48.5,21.1,1597.5,2335.3,662.4,327.0,18.4,25.4,6.8,3.4,988.9,1492.9,360.7,186.5,131.1,208.6,73.2,35.8
1993-07,408.1,637.2,169.5,76.3,527.9,824.0,225.9,94.0,152.2,237.4,78.5,35.5,101.7,148.0,34.8,15.6,68.4,98.7,21.1,8.6,123.7,176.8,47.0,20.9,1582.4,2344.0,672.2,330.1,18.1,25.7,7.1,3.3,982.2,1492.3,366.2,187.2,130.0,211.4,71.4,33.9
1993-08,407.0,633.2,174.0,77.4,534.3,825.7,222.9,99.0,151.5,236.9,80.2,36.9,98.5,145.6,37.3,15.3,65.9,96.8,20.5,9.7,122.5,179.0,48.6,17.8,1594.3,2357.4,660.6,317.7,18.3,25.8,7.0,3.7,1000.1,1503.7,356.2,178.3,128.2,211.9,75.0,33.6
1993-09,402.2,631.6,183.3,77.0,542.5,828.5,217.4,96.0,152.8,239.1,79.3,35.9,99.7,144.3,34.4,15.7,65.9,96.6,20.3,10.0,123.4,173.0,50.8,21.3,1612.8,2361.2,663.9,311.9,18.1,26.0,7.4,3.4,998.7,1504.6,361.1,181.4,131.6,210.8,72.5,34.1
1993-10,401.7,645.7,183.4,71.9,525.6,822.0,235.0,101.4,153.1,236.8,78.1,35.1,98.9,146.7,35.8,14.9,67.8,99.9,18.5,10.6,120.1,171.4,51.7,20.1,1618.7,2365.0,652.5,304.2,17.9,25.1,7.6,3.5,1003.0,1501.6,353.3,175.7,133.0,215.2,71.0,31.8
1993-11,401.1,643.9,185.8,75.3,531.3,828.4,237.8,107.8,153.2,239.5,80.1,33.8,98.5,147.4,36.5,14.6,67.5,97.5,20.1,10.2,120.8,170.4,50.1,21.1,1626.8,2354.0,649.7,307.6,18.8,25.3,7.0,3.9,1005.3,1505.4,361.4,184.7,131.5,213.0,72.3,34.4
1993-12,400.4,645.1,184.7,74.4,524.5,821.3,241.3,116.6,155.6,239.9,76.6,33.9,98.7,145.7,34.6,14.7,65.4,97.8,19.9,9.9,118.5,170.5,51.7,20.8,1621.3,2357.7,648.5,303.6,18.8,25.7,6.9,3.6,1000.4,1505.3,363.8,181.1,133.4,212.0,70.0,33.8
1994-01,400.2,642.4,184.2,77.2,526.6,820.2,247.4,116.3,150.8,239.9,77.8,32.4,95.4,148.6,38.1,14.2,65.7,96.0,19.6,11.4,118.4,169.2,54.3,23.0,1632.3,2360.2,641.7,292.0,19.3,26.1,6.4,3.7,999.3,1517.6,363.4,173.3,133.0,212.1,71.2,35.6
1994-02,408.5,645.2,181.0,75.6,536.6,831.0,245.0,109.8,152.1,246.3,75.7,29.9,97.3,146.7,35.7,14.7,66.0,99.3,20.5,9.9,120.6,169.6,51.2,23.0,1627.5,2345.0,649.1,316.7,19.2,26.1,6.7,3.6,989.2,1525.7,362.0,176.8,132.5,213.4,70.9,34.2
1994-03,409.1,646.7,181.9,70.8,530.5,817.1,253.8,121.8,146.6,249.8,76.8,28.7,96.9,145.9,35.2,14.8,66.8,99.5,20.5,9.5,122.7,170.5,50.6,24.5,1612.4,2378.7,668.1,295.0,18.8,26.2,7.0,3.8,1005.7,1529.8,361.3,179.3,132.6,215.8,70.1,33.1
1994-04,405.9,647.0,182.5,78.8,532.6,817.0,245.4,117.1,152.1,253.9,72.7,27.0,96.4,147.4,34.3,15.5,67.4,99.1,20.5,10.1,121.1,172.6,49.4,23.3,1616.4,2393.0,660.6,299.1,19.1,26.1,6.8,3.9,1008.6,1526.6,361.4,177.9,134.4,218.1,69.3,30.3
1994-05,411.0,645.9,182.9,79.2,543.5,833.2,249.0,111.5,153.9,246.9,74.5,32.6,97.0,148.6,35.7,14.6,67.0,98.9,18.5,9.1,121.6,178.2,49.7,24.2,1627.8,2413.9,656.8,295.3,19.4,25.9,6.7,3.4,1010.7,1550.1,357.6,163.9,134.6,220.8,68.2,30.2
1994-06,409.3,653.0,186.8,68.2,528.0,831.8,266.5,116.4,152.8,249.4,74.1,32.2,98.8,148.4,35.9,15.4,68.0,96.3,19.5,9.4,118.9,174.8,54.0,25.8,1639.3,2422.8,649.3,295.2,19.7,25.9,7.1,3.5,1022.7,1556.3,352.2,158.6,135.1,219.1,67.7,33.3
1994-07,408.5,648.3,191.2,72.9,521.9,846.5,271.6,103.6,153.7,245.6,74.0,34.7,94.4,148.5,36.8,15.1,68.3,96.1,18.3,9.6,122.5,178.5,51.6,23.8,1653.2,2434.6,650.3,294.3,19.3,25.6,6.5,3.6,1032.5,1563.2,350.0,174.0,133.7,222.7,68.6,30.5
1994-08,412.6,656.4,188.4,69.6,531.1,844.2,268.2,105.3,153.5,246.5,72.0,32.3,99.1,151.4,35.7,14.1,67.4,95.8,20.0,10.2,123.4,180.2,51.9,21.9,1655.5,2433.0,658.6,298.9,19.3,25.6,6.7,3.4,1011.6,1563.7,357.0,176.2,135.7,222.5,66.3,30.0
1994-09,418.0,664.3,187.0,67.9,530.5,859.3,272.5,105.1,150.8,248.8,79.3,32.6,99.6,150.3,36.3,16.5,68.4,96.8,18.9,8.5,122.4,180.6,51.0,22.5,1659.0,2439.0,661.6,305.4,19.0,26.3,7.1,3.2,1042.3,1557.4,348.9,164.8,134.6,222.5,68.1,29.9
1994-10,415.7,661.7,189.9,72.6,548.3,858.6,255.0,103.3,151.7,246.4,80.3,33.0,101.1,148.8,34.0,15.3,67.5,96.4,19.0,8.2,122.0,183.3,50.0,21.4,1674.9,2433.0,638.2,306.7,19.4,26.5,6.9,3.3,1028.9,1552.8,361.2,179.9,135.4,219.7,66.2,32.2
1994-11,431.1,674.9,176.7,69.9,563.0,869.3,245.1,100.0,155.3,248.1,79.0,32.9,100.7,151.1,36.6,16.1,68.0,96.5,19.1,8.9,118.1,183.2,51.8,22.4,1700.4,2433.2,634.0,318.6,19.4,26.9,6.8,2.9,1043.0,1559.9,354.2,184.5,136.3,224.7,66.3,30.3
1994-12,428.3,668.3,186.0,69.4,576.8,873.6,230.6,94.1,155.1,246.4,79.6,31.7,102.6,152.7,36.6,15.5,68.2,95.2,19.8,9.7,122.6,181.6,48.5,23.0,1693.8,2443.1,649.0,301.2,20.3,27.0,6.3,3.0,1047.2,1552.8,350.2,175.1,135.0,224.2,69.2,32.8
1995-01,426.1,674.4,186.8,67.4,575.0,867.2,236.7,100.2,154.9,245.1,79.1,32.9,103.4,149.8,36.4,16.6,69.6,97.3,20.4,9.9,124.5,183.6,46.9,21.0,1681.8,2441.7,654.3,318.8,19.6,26.8,6.8,2.7,1028.9,1573.1,362.5,168.2,135.7,224.1,68.7,30.5
1995-02,419.6,674.9,191.4,66.3,569.1,864.6,233.0,101.4,156.0,247.1,78.6,34.0,102.5,151.9,37.2,15.0,70.4,98.1,19.8,9.8,123.8,183.3,46.7,23.0,1690.3,2450.2,646.7,306.1,19.4,26.7,6.9,3.0,1046.3,1558.2,351.6,179.2,135.4,225.6,69.0,30.3
1995-03,438.2,671.7,180.0,71.5,574.0,871.1,236.8,107.5,159.6,244.7,77.4,33.3,104.4,151.5,37.5,16.2,70.1,100.0,19.3,10.6,119.7,182.9,50.0,22.7,1685.5,2456.1,652.1,301.1,20.0,26.9,7.0,3.0,1039.0,1564.4,353.2,171.5,135.6,224.2,69.0,31.5
1995-04,429.2,673.7,184.1,70.5,567.2,871.9,242.9,102.4,156.2,245.7,79.8,33.4,102.6,150.0,37.4,15.5,68.5,97.4,19.4,9.7,118.3,182.7,51.7,22.0,1675.6,2453.2,657.6,305.3,20.1,26.1,6.8,3.2,1027.5,1573.3,364.9,165.1,133.6,220.8,71.4,32.0
1995-05,421.5,671.4,184.7,73.7,566.9,865.3,242.8,107.6,158.6,248.0,77.9,32.3,105.0,150.6,35.9,14.2,66.9,94.4,22.5,10.0,118.1,178.2,52.4,23.4,1682.6,2443.9,659.9,310.1,19.5,27.0,6.6,3.2,1024.5,1562.2,374.4,171.5,131.1,220.1,74.7,32.2
